,id,track_name,size_bytes,ver,prime_genre,ipadSc_urls.num,price
2104,678448523,Skip-Bo™ Pro - The Classic Family Card Game,93094912,3,Games,5,1.99
2105,678861146,Dr. Panda's Airport,95670272,1,Education,5,2.99
2106,679454835,VHS Camcorder,16485376,1,Photo & Video,4,2.99
2109,680170305,7 Minute Workout Challenge,102137856,1,Health & Fitness,0,2.99
2111,680268481,本気で英会話！ペラペラ英語　英単語・リスニング・TOEICの学習にも！,112906240,1,Education,0,0.99
2112,680366065,DEVICE 6,851309568,1,Games,5,3.99
2113,680436745,Colossatron: Massive World Threat,79237120,1,Games,5,0.99
2114,680581294,Rabbids Big Bang,199843840,2,Games,5,0.99
2118,681814050,Cut the Rope 2,141105152,1,Games,5,1.99
2119,681942253,Talisman,73767936,1,Games,5,1.99
2120,681966300,SUBURBIA City Building Board Game,56918016,1,Games,5,4.99
2121,682046579,The Human Body by Tinybop,669071360,3,Education,5,3.99
2122,683942610,My PlayHome Stores,193986560,3,Entertainment,4,2.99
2132,687421118,buddhify - modern mindfulness for busy lives,285338624,2,Health & Fitness,4,4.99
2135,687888390,République,3646993408,5,Games,1,1.99
2136,688285246,Doom and Destiny,164665344,1,Games,5,2.99
2137,688319243,PicLab Studio - Creative Editing & Graphic Design,53941248,2,Photo & Video,5,2.99
2138,688831692,Facetune for iPad,72655872,2,Photo & Video,5,5.99
2139,688983474,IQ Test - Pro Edition,66921472,5,Games,4,2.99
2143,689936776,Toca Cars,97187840,1,Education,5,2.99
2148,690802539,ABC Ninja - The Alphabet Slicing Game for Kids,18952192,3,Education,5,0.99
2150,691025552,Font Candy+ Typography - Editor Add Text To Photos,101650432,5,Photo & Video,5,2.99
2151,691102150,Octagon - A Minimal Arcade Game with Maximum Challenge,30543872,3,Games,5,1.99
2152,691121579,AdBlock,19179520,2,Utilities,5,1.99
2158,693045097,Lost Echo,613933056,1,Games,5,2.99
2160,694047660,"Budget- Expense Tracker,Bill Reminder,Debt Manager",141714432,2,Finance,5,0.99
2165,694647259,ProCamera.,96517120,1,Photo & Video,0,4.99
2166,694695717,ULTRA4 Offroad Racing,92291072,1,Games,5,1.99
2168,695108484,Icycle: On Thin Ice,82700288,2,Games,5,2.99
2169,695187101,3D Anatomy,84885504,3,Medical,5,3.99
2171,696450432,Electric RC Sim,71966720,1,Games,4,2.99
2173,697927927,Calendars 5 - Daily Planner and Task Manager,76848128,5,Productivity,5,6.99
2176,698154775,Fitness and Bodybuilding by VGFIT,66485248,5,Health & Fitness,5,0.99
2179,699687299,Feed Me Oil 2,71624704,1,Games,5,0.99
2180,700227648,Race The Sun,151481344,1,Games,5,4.99
2181,700440156,Articulation Test Center Pro,174737408,2,Education,5,59.99
2182,700513526,TunesFlow - Music Player with Equalizer,14417920,2,Music,4,3.99
2183,700637744,Deemo,2219819008,3,Games,5,1.99
2185,700793523,Pandemic: The Board Game,72974336,1,Games,5,2.99
2187,701112447,Mindfulness Daily,101669888,1,Health & Fitness,5,1.99
2188,701598884,Magic Tower Touch,15577088,1,Games,0,0.99
2196,708196645,Oceanhorn ™,428865536,3,Games,5,7.99
2198,708388097,Dreii,142579712,2,Games,5,3.99
2207,714180827,Star Chart Infinite,140150784,1,Education,4,4.99
2208,714463714,"Foundations Memory Work Tutorials, Cycle 2",366681088,1,Education,5,15.99
2211,715822238,Papa's Freezeria HD,58384384,1,Games,5,2.99
2218,718043190,Fantastical 2 for iPhone - Calendar and Reminders,45045760,2,Productivity,0,4.99
2219,718082838,Toca Mini,533006336,1,Education,5,2.99
2223,719320397,Dominos Pro,54100992,2,Games,1,1.99
2224,719401490,FINAL FANTASY VI,698171392,2,Games,5,14.99
2228,720068876,Touchgrind Skate 2,168042496,1,Games,5,4.99
2230,720208070,Block Fortress: War,451338240,1,Games,5,1.99
2231,720656825,Broken Sword 5 - the Serpent's Curse,1943845888,1,Games,5,6.99
2232,720725216,Blocky Roads,51849216,1,Games,5,0.99
2233,720825227,Optical Inquisitor 17+,54808576,1,Games,5,0.99
2235,721623681,G1牧場ステークス,189901824,2,Games,5,4.99
2237,721911537,The Occupant,80564224,1,Games,4,0.99
2241,723795263,Trivia Crack (No Ads),247385088,2,Games,5,2.99
2243,724786142,"Funny Veggies! Educational games for children and babies: logic, counting, colors, sums. Development for preschoolers, activities for kids (2, 3, 4, 5 year: baby, boy and girl)!",109260800,1,Education,5,3.99
2247,725222008,"Police Lights 3 - Fire Truck, Police and Paramedic Sirens",37777408,1,Entertainment,5,0.99
2248,725222149,Battle Supremacy,1079500800,1,Games,5,4.99
2251,726147252,Sunday Lawn Seasons,15258624,1,Games,3,0.99
2256,727466621,THE KING OF FIGHTERS '97,106971136,1,Games,5,2.99
2257,728293409,Monument Valley,673243136,2,Games,5,3.99
2258,729686081,Pan Book 2: Chasing the Keeper,792521728,3,Book,5,5.99
2259,730091131,Green Screen by Do Ink,28033024,2,Education,5,2.99
2260,730148796,Hue Halloween for Philips Hue,86936576,1,Entertainment,5,1.99
2261,730712409,ProCam 4 - Manual Camera + RAW,45063168,8,Photo & Video,5,4.99
2262,730873197,Toca Hair Salon Me,132188160,1,Entertainment,5,2.99
2264,730919094,Double Dragon Trilogy,133456896,1,Games,5,2.99
2265,731041554,Sago Mini Ocean Swimmer,189380608,1,Education,5,2.99
2268,731645633,Hitman GO,1098042368,1,Games,5,4.99
2271,733989611,Timeline Builder: Create Custom Timelines,16902144,2,Education,5,1.99
2274,735128536,God of Light,320721920,1,Games,5,1.99
2275,735434007,Super Why! Phonics Fair,117460992,2,Education,5,3.99
2276,735752897,Beat the Boss 3 (17+),344064000,2,Games,5,0.99
2279,736579117,Raildale - Railroad & Railway Building Game,16873472,1,Games,5,2.99
2280,736683061,A Dark Room,26759168,2,Games,1,0.99
2281,736741821,Arise: Beat Procrastination & dominate todo lists!,7851008,3,Productivity,4,2.99
2282,737006024,LEGO® Marvel Super Heroes: Universe in Peril,1265238016,1,Games,5,4.99
2287,739234325,Ski Safari: Adventure Time - Stunt Skiing Endless Runner with Finn and BMO,315658240,1,Games,5,0.99
2289,739836039,Literacy Leveler,2455552,2,Education,5,4.99
2290,740602894,Detective Grimoire,168226816,1,Games,5,1.99
2291,741224931,Dr. Panda Bus Driver,173861888,1,Education,4,2.99
2292,741224942,Dr. Panda Home,312545280,1,Education,4,2.99
2294,741293420,PDF Pro 2 - The ultimate PDF app,36186112,2,Business,5,4.99
2295,741597322,我的密码-极简账号备忘录，安全记录管家,3905536,2,Productivity,3,1.99
2296,742625884,Blek,118883328,1,Games,4,2.99
2297,743974925,"PDF Expert 6: Read, annotate & edit PDF documents",123600896,6,Productivity,5,9.99
2298,744189889,bergfex/Ski PRO,33825792,2,Weather,0,2.99
2299,744769918,MONSTER HUNTER FREEDOM UNITE for iOS,1219313664,1,Games,5,14.99
2300,744851208,Pocket Stables,189939712,2,Games,5,4.99
2301,744882019,GraphNCalc83,14244864,1,Education,5,6.99
2302,745729888,Team Umizoomi: Math Racer HD,389066752,1,Education,5,4.99
2306,748057890,Toca Lab: Elements,179275776,1,Entertainment,5,2.99
2308,749057895,Pimp Your Screen - Custom Themes & Wallpapers,81352704,4,Lifestyle,5,1.99
2309,749078962,"Weather Live - Weather Forecast, Radar and Alerts",57539584,5,Weather,5,4.99
2312,749094938,Emoji Keyboard for Me - Keyboard Themes & Emojis,147377152,6,Utilities,5,2.99
2313,749109884,Pimp Your Sound,59085824,2,Music,5,1.99
2314,749113886,Calculator Pro for iPad - Scientific Calculator,68042752,4,Utilities,5,2.99
2317,749125114,Alarm Clock for Me - Sleep Timer & Event Countdown,74212352,3,Utilities,5,3.99
2318,749132901,"Notepad+: Take Notes, Annotate and Write on PDF",63457280,3,Productivity,5,14.99
2319,749133301,NOAA Radar Pro – Weather Alerts & Forecast,82765824,3,Weather,5,3.99
2321,749969909,Serato Remote Mini,4603904,1,Music,0,4.99
2323,754105884,NightCap Camera,6580224,9,Photo & Video,5,1.99
2324,755018884,新概念英语2015最新版-英美全四册,475598848,2,Education,5,0.99
2325,756869261,InstaVideo Pro - Add background music to videos,4246528,2,Utilities,4,1.99
2326,757228497,Skateboard Party 2,1294111744,1,Games,5,1.99
2327,757843896,Cursive Writing Wizard - Kids Learn to Write Letters & Words,52457472,3,Education,5,4.99
2328,758453889,AJ Jump: Animal Jam Kangaroos!,160192512,1,Games,5,1.99
2329,760018895,Calculator HD - the missing calculator on your iPad,3002368,3,Utilities,5,1.99
2330,760295036,Weaphones: Firearms Simulator Volume 2,35201024,1,Games,5,2.99
2333,761980429,戦国乙女〜剣戟に舞う白き剣聖〜,1406185472,1,Games,0,14.99
2334,762124422,スナイパイ72,815697920,1,Games,5,0.99
2335,762630884,"Blokus™ – Attack, Block & Defend!",108665856,1,Games,5,1.99
2337,763692274,Grand Theft Auto: San Andreas,2060416000,2,Games,5,6.99
2338,764925064,Waterlogue,55678976,1,Photo & Video,5,3.99
2339,765224318,7 Minute Workout Challenge HD for iPad,116260864,1,Health & Fitness,5,2.99
2340,765256153,Hard Time VIP (Prison Sim),47905792,1,Games,4,4.99
2341,766354752,AngerForce - Strikers,307089408,1,Games,5,3.99
2342,766396167,Power Ping Pong,742855680,1,Games,5,4.99
2348,767546279,Spider: Rite of the Shrouded Moon,908151808,1,Games,4,4.99
2349,768160271,航旅纵横PRO-官方航班动态、手机值机、机票,72461312,2,Travel,0,0.99
2350,768237041,TV App,962560,2,Lifestyle,2,0.99
2355,768620766,合戦!!にんじゃ村,186089472,2,Games,5,4.99
2356,769175514,Stick & MojiMe New,64851968,2,Lifestyle,3,0.99
2359,770903376,Pointless Quiz,80462848,2,Games,5,1.99
2360,771269254,LEGO® Star Wars™:  Microfighters,248688640,1,Games,5,0.99
2361,771433054,Date & Time Photo Stamp,618496,1,Photo & Video,1,0.99
2362,771989093,LEGO® Friends,766447616,1,Games,5,4.99
2363,772561884,News Pro - Breitbart Edition,2683904,1,News,1,0.99
2364,773126820,Ducky Fuzz,61550592,1,Games,4,0.99
2366,774875399,Kahuna,60870656,1,Games,5,0.99
2369,775737172,iA Writer,28087296,4,Productivity,5,3.99
2371,775888026,Shadowmatic,314895360,1,Games,5,3.99
2373,776865453,Motorsport Manager,714420224,1,Games,5,1.99
2375,777310222,"GoodReader - PDF Reader, Annotator and File Manager",64333824,4,Productivity,5,4.99
2376,777512000,miCal - the missing calendar with reminders,32152576,7,Productivity,5,1.99
2377,777630969,FilmStory Pro - For All Your Video Editing Needs,80793600,2,Photo & Video,2,3.99
2380,778658393,GoodNotes 4 - Notes & PDF,195221504,0,Productivity,5,7.99
2381,778679533,Isabelle Dance Studio,563912704,1,Games,4,0.99
2382,779157948,Threes!,93796352,1,Games,5,2.99
2383,779561331,The Amazing Spider-Man 2,1452716032,1,Games,5,6.99
2384,780214292,Santa was in my House! Catch Santa Camera,11927552,1,Games,2,0.99
2385,780458840,Fonta,22478848,1,Photo & Video,0,0.99
2386,780467456,Effects Studio,69170176,4,Photo & Video,5,1.99
2388,783636913,First Strike 1.3,149073920,1,Games,5,3.99
2389,783753727,R.B.I. Baseball 14,839073792,1,Games,5,4.99
2390,783960953,Shadow Blade,606646272,1,Games,5,1.99
2397,785904635,Farming USA,92385280,1,Games,1,1.99
2399,787141016,Patrick Kane's MVP Hockey,162003968,1,Games,5,3.99
2401,789356890,AG Drive,541367296,1,Games,5,3.99
2405,791077159,KORG Gadget,918957056,3,Music,5,39.99
2406,791134629,"Warhammer 40,000: Deathwatch - Tyranid Invasion",1676402688,1,Games,4,1.99
2408,791341471,Card Wars - Adventure Time Card Game,1256266752,1,Games,5,3.99
2411,792694774,UK Snow Radar,23069696,1,Weather,5,1.99
2413,793157344,feather for Twitter,66388992,3,Social Networking,0,2.99
2419,794729836,Staccal 2 - Calendars and Reminder,52536320,2,Productivity,0,0.99
2420,794730213,Slice Fractions,209878016,1,Education,5,3.99
2422,794884903,Jumpy Horse Show Jumping,1122046976,1,Games,2,2.99
2423,794960248,Tengami,259990528,1,Games,5,3.99
2424,795739546,Drillbook Next Reader,7758848,1,Music,0,2.99
2425,796149420,Carp Fishing Simulator,449393664,2,Games,4,4.99
2426,796333129,Dr. Panda's Restaurant 2,157179904,1,Education,5,2.99
2428,796851829,Let's do pretend Ice-cream shop! - Work Experience-Based Brain Training App,81796096,1,Education,5,1.99
2430,796959534,Nintype,77518848,1,Productivity,1,4.99
2432,797339772,お弁当をつくろう！ママごっこ－お仕事体験知育アプリ,83139584,1,Education,5,1.99
2436,797809194,TMNT: Brothers Unite,270014464,1,Games,5,2.99
2437,797818385,Repost It! for Instagram Pro - Video Photo Whiz,54003712,1,Social Networking,3,2.99
2439,799471892,Out There: Ω Edition,164665344,2,Games,5,3.99
2440,799631716,mySTATE - State College,7122944,1,Navigation,0,0.99
2441,802869990,宜搜小说-热门网络书籍看书追更必备神器,39294976,2,Book,0,0.99
2442,802889610,Tricks for iPhone (Pro),22793216,2,Utilities,5,1.99
2443,803346990,Athletics: Winter Sports (Full Version),147554304,2,Games,5,0.99
2445,804069802,Shin Megami Tensei (ENG),27975680,1,Games,0,7.99
2448,804637783,Speak & Translate － Live Voice and Text Translator,60432384,3,Reference,5,19.99
2450,804888540,Photon X Private Browser and Flash Player for iPad,34798592,5,Productivity,3,0.99
2452,805548819,MagicBars - HomeScreen Wallpaper With Creativity,5218304,1,Entertainment,0,1.99
2459,807416704,X-Tactics,94363648,2,Games,5,3.99
2460,808108897,Toca Pet Doctor,330686464,1,Education,4,2.99
2461,808296431,Crashlands,117937152,1,Games,5,4.99
2463,809657936,Fragment's Note2 Side:雪月,1169608704,1,Games,4,2.99
2464,810405576,StaffWars,40855552,1,Education,5,0.99
2465,811397653,You Must Build A Boat,98627584,1,Games,5,2.99
2466,813330182,Autumn Dynasty Warlords,240103424,2,Games,5,6.99
2467,813952961,Deliciously Ella,522395648,4,Food & Drink,4,3.99
2468,814323051,Bridge Constructor Medieval,104359936,1,Games,5,1.99
2469,814466047,Star Horizon,955272192,2,Games,5,3.99
2471,814977594,Surgeon Simulator,514434048,1,Games,5,4.99
2473,815218412,Vocabulary.com,8671232,1,Education,5,2.99
2475,816177666,Scan & Translate - image Scanner and Translator,102495232,4,Utilities,5,2.99
2478,816821851,"ytools-flashlight,ruler,spirit level,protractor and sound level meter",2162688,3,Utilities,2,0.99
2481,819197891,Don't Touch This - Secret Data Vault,40141824,2,Photo & Video,5,6.99
2482,819627009,Micromedex Drug Reference Essentials,5693440,1,Medical,3,2.99
2485,821374885,Sight Words Ninja - Slicing Game to Learn to Read,55710720,2,Education,5,1.99
2486,821399915,"单机三国志-不抽卡无体力,战个痛快",134600704,1,Games,5,0.99
2487,821560738,AnyFont,6157312,2,Utilities,5,1.99
2488,822701037,Sometimes You Die,27910144,1,Games,3,1.99
2489,822797943,Page: English Grammar & Spell Checker + Translator,24753152,4,Productivity,5,3.99
2493,823804745,Multiplayer Terraria edition,15790080,1,Games,5,3.99
2494,823869162,SimplePlanes,338566144,1,Games,5,4.99
2495,824281761,Sago Mini Monsters,87442432,1,Education,5,2.99
2496,824305459,Papa's Freezeria To Go!,53638144,1,Games,0,0.99
2497,824421012,Brushstroke,61438976,3,Photo & Video,5,3.99
2498,824940089,InsSave - Download & Save Photos & Videos From Instagram With Ease!,2314240,1,Social Networking,2,0.99
2499,825089659,Photon X Flash Web Browser & Player for iPhone - Full Screen Video plus Games,12853248,4,Utilities,0,2.99
2500,826395534,Black Elements – Use our cool Wallpapers to change the elements on your Home Screen and Lock Screen to another color!,11292672,1,Lifestyle,0,1.99
2504,828392046,Teach Your Monster to Read - Phonics and Reading,95277056,3,Education,5,4.99
2506,829581836,Theory Test 4-in-1 Bundle - Driving Test Success,1046276096,2,Reference,5,4.99
2508,829739720,Red Onion - Tor-powered web browser for anonymous browsing and darknet,49845248,2,Utilities,5,1.99
2509,830201595,大空ヘクタール農園,109408256,2,Games,5,4.99
2511,830515294,Fix My Car: Custom Mods,53654528,1,Games,5,1.99
2512,830544402,Leo's Fortune,96093184,1,Games,5,4.99
2513,830708155,Fantastical 2 for iPad - Calendar and Reminders,43115520,2,Productivity,5,9.99
2516,833951143,FTL: Faster Than Light,179816448,1,Games,5,9.99
2519,834248867,SKRWT,34190336,1,Photo & Video,5,1.99
2520,834315918,Space Marshals,443423744,1,Games,5,3.99
2521,834715612,Forgotten Memories: Alternate Realities,1361486848,1,Games,5,5.99
2526,835731296,MuseScore Songbook - Sheet Music,86334464,1,Music,4,1.99
2529,836464625,ArtPose,164829184,1,Reference,4,2.99
2531,837860959,Mini Metro,113240064,1,Games,5,4.99
2532,838455884,Sumotori Dreams,6471680,1,Games,4,0.99
2541,840469989,Skullduggery!,149618688,1,Games,5,2.99
2542,840811083,Rules!,56890368,4,Games,5,2.99
2546,841377297,Windy ~ Sleep Relax Meditate & white noise sounds,95154176,4,Health & Fitness,5,1.99
2549,842617644,AirAttack 2,510278656,1,Games,5,0.99
2552,844517266,Wild Kratts World Adventure,170135552,2,Education,5,3.99
2563,848276233,The Easter Bunny Tracker,17702912,2,Entertainment,2,1.99
2564,848515450,ALONE...,50423808,1,Games,5,0.99
2565,848651098,8-Bit RPG Creator,40919040,1,Games,5,2.99
2566,849095637,Thomas Was Alone,228364288,2,Games,5,4.99
2567,849145835,"Union - Combine, Blend, and Edit Photos",52169728,1,Photo & Video,5,1.99
2568,849732663,KNFB Reader,106429440,2,Productivity,5,99.99
2569,849796318,Kiwanuka,49516544,1,Games,5,0.99
2572,850863885,Ambition: Strategy War Game,54139904,2,Games,5,3.99
2574,852197796,Red Ball 4,105723904,1,Games,5,0.99
2582,853246110,Mr Jack Pocket,100689920,2,Games,4,2.99
2583,853706620,Botanicula,660328448,1,Games,5,4.99
2587,854245283,Cooking Academy 2: World Cuisine (Full),133746688,1,Games,5,2.99
2589,855274310,Cinamatic,43502592,1,Photo & Video,5,2.99
2591,857555369,Wayward Souls,47943680,1,Games,5,6.99
2592,857654965,Pop Jump,130396160,1,Games,3,0.99
2593,858226685,Disney Karaoke: Frozen,103239680,1,Music,5,6.99
2594,858352213,Set up the airplane parts! - Work Experience-Based Brain Training App,126217216,1,Education,5,1.99
2597,859644120,Game Studio Tycoon – Become A Game Developer!,137838592,2,Games,4,1.99
2600,860454499,Mud Bogger ( 3D Monster Truck Driving & Racing Games ),109277184,1,Games,5,0.99
2601,860620713,Table Tennis Touch,318714880,2,Games,5,2.99
2605,862469459,オービス警報 - オービス/速度取締り&渋滞,40777728,1,Navigation,4,2.99
2608,862880884,パチスロ モンスターハンター 月下雷鳴,1997754368,1,Games,0,14.99
2613,864130829,Keystone Biology Practice Test,28784640,1,Education,1,0.99
2614,864880531,Civilization Revolution 2,1009885184,1,Games,5,9.99
2616,866450515,"Forest: Stay focused, be present",57554944,3,Productivity,0,1.99
2618,866786833,iThoughts (mindmap),56014848,4,Productivity,5,11.99
2626,868123351,Pixel Cup Soccer,45298688,1,Games,5,0.99
2627,868692227,Goat Simulator,436621312,1,Games,5,4.99
2629,868773703,Stealers Steal: A thief's quest for gold,120459264,1,Games,5,0.99
2631,869011374,The Lost Ship,68837376,1,Games,5,0.99
2633,869329921,WorldCraft : 3D Build & Craft,185914368,2,Games,5,0.99
2635,869869881,Tormentum - a Point & Click Adventure,367181824,1,Games,5,4.99
2637,870322730,Implosion - Never Lose Hope,2610579456,1,Games,5,9.99
2640,871197819,FOTONICA,263354368,1,Games,5,2.99
2641,871230822,Sago Mini Road Trip,80607232,1,Education,5,2.99
2642,871235562,Tomb Raider II,310942720,1,Games,4,0.99
2643,871458763,Stay In The Line Pro,6758400,1,Games,0,0.99
2644,871694174,Toca Life: Town,453559296,1,Education,5,2.99
